file,number,text,lrml,text_old,comments
lrml/NZ_NZBC-E2AS1#3.8.lrml,r4.6.1.3.0.0.a.1,"4.0 Flashings 4.6.1.3 Change in metal roof pitches; Refer to Figure 44 for example of use. a) There shall be a minimum effective lap under roof cladding in accordance with Table 7, with a hem at upper edge.","if( and( expression( function( is), atom( relation( type), variable( flashing)), data( metal roof pitch change)), expression( function( to), atom( relation( overlap), variable( flashing)), data( roof cladding)))), then( and( obligation( expression( function( below), atom( variable( lap)), data( roof cladding))), obligation( expression( function( is), atom( variable( lap)), data( minimum effective))), obligation( expression( function( as per), atom( variable( lap)), data( nzbc e2as1 t7))), obligation( expression( function( has), atom( relation( upper edge), variable( lap)), data( hem)))))","4.6.1.3 Change in metal roof pitches; Refer to Figure 44 for example of use. a) There shall be a minimum effective lap under roof cladding in accordance with Table 7, with a hem at upper edge.",SplitableEntities
lrml/NZ_NZBC-E2AS1#3.8.lrml,r4.6.1.3.0.0.b.1,"4.0 Flashings 4.6.1.3 Change in metal roof pitches; Refer to Figure 44 for example of use. There shall be a minimum effective lap under roof cladding in accordance with Table 7, with a hem at upper edge.","if( and( expression( function( is), atom( relation( type), variable( flashing)), data( metal roof pitch change)), expression( function( to), atom( relation( overlap), variable( flashing)), data( roof cladding)), expression( function( over), atom( variable( cover)), data( roof cladding)), expression( function( is), atom( relation( type), variable( cover)), data( apron)))), then( obligation( expression( function( as per), atom( variable( cover)), data( nzbc e2as1 t7))))","4.6.1.3 Change in metal roof pitches; Refer to Figure 44 for example of use. There shall be a minimum effective lap under roof cladding in accordance with Table 7, with a hem at upper edge.",SplitableEntities
lrml/NZ_NZBC-E2AS1#3.8.lrml,r4.6.1.4.0.0.a.1,"4.0 Flashings 4.6.1.4 Roof- or deck-to-wall junctions; Refer to Figure 7 for example of use. a) There shall be a total minimum upstand height of 110 mm, in accordance with Table 7, comprising a minimum: i) overlap cover of cladding to the flashing upstand of 75 mm, and ii) 35 mm clearance from bottom of the wall cladding to roof cladding or finished deck material.","if( and( or( expression( function( is), atom( relation( type), variable( flashing)), data( roof to wall junction)), expression( function( is), atom( relation( type), variable( flashing)), data( deck to wall junction))), expression( function( to), atom( relation( overlap), variable( flashing)), data( roof cladding)), expression( function( has), atom( variable( flashing)), data( upstand)), expression( function( has), atom( variable( wall cladding)), data( bottom)))), then( and( obligation( expression( function( equal), atom( relation( total min height), variable( upstand)), data( baseunit( kind( metre), prefix( milli)), value( 110.0)))), obligation( expression( function( as per), atom( relation( total min height), variable( upstand)), data( nzbc e2as1 t7))), obligation( expression( function( include), atom( variable( overlap cover)), data( roof cladding))), obligation( expression( function( include), atom( variable( overlap cover)), data( upstand))), obligation( expression( function( greater than equal), atom( variable( overlap cover)), data( baseunit( kind( metre), prefix( milli)), value( 75.0)))), obligation( expression( function( from), atom( variable( clearance)), data( bottom))), or( obligation( expression( function( to), atom( variable( clearance)), data( roof cladding))), obligation( expression( function( to), atom( variable( clearance)), data( finished deck material)))), obligation( expression( function( less than equal), atom( variable( clearance)), data( baseunit( prefix( milli), kind( metre)), value( 35.0)))), and( obligation( expression( function( include), atom( relation( total min height), variable( upstand)), data( overlap cover))), obligation( expression( function( include), atom( relation( total min height), variable( upstand)), data( clearance))))))","4.0 Flashings 4.6.1.4 Roof- or deck-to-wall junctions; Refer to Figure 7 for example of use. a) There shall be a total minimum upstand height of 110 mm, in accordance with Table 7, comprising a minimum: i) overlap cover of cladding to the flashing upstand of 75 mm, and ii) 35 mm clearance from bottom of the wall cladding to roof cladding or finished deck material.","OrderDifficulties
SplitableEntities"
lrml/NZ_NZBC-E2AS1#3.8.lrml,r4.6.1.5.0.0.a.1,"4.0 Flashings 4.6.1.5 Barges; Refer to Figure 47 for example of use. a) There shall be a minimum effective overlap to the barge board, excluding the drip edge to the flashing, in accordance with Table 7.","if( and( expression( function( is), atom( relation( type), variable( flashing)), data( barge)), expression( function( to), atom( relation( overlap), variable( flashing)), data( roof cladding)))), then( and( obligation( expression( function( include), atom( relation( overlap), variable( flashing)), data( barge board))), obligation( expression( function( is), atom( variable( overlap)), data( minimum effective))), obligation( expression( function( exclude), atom( relation( overlap), variable( flashing)), data( drip edge))), obligation( expression( function( as per), atom( variable( overlap)), data( nzbc e2as1 t7)))))","4.6.1.5 Barges; Refer to Figure 47 for example of use. a) There shall be a minimum effective overlap to the barge board, excluding the drip edge to the flashing, in accordance with Table 7.","Tacit
MediumData"
lrml/NZ_NZBC-E2AS1#3.8.lrml,r4.6.1.5.0.0.b.1,4.0 Flashings 4.6.1.5 Barges; Refer to Figure 47 for example of use. The apron cover over the roof cladding shall be as for Paragraph 4.6.1.1.,"if( and( expression( function( is), atom( relation( type), variable( flashing)), data( barge)), expression( function( to), atom( relation( overlap), variable( flashing)), data( roof cladding)), expression( function( is), atom( relation( type), variable( cover)), data( apron)), expression( function( over), atom( variable( cover)), data( roof cladding)))), then( obligation( expression( function( comply with), atom( variable( cover)), data( nzbc e2as1 4.6.1.1))))",4.6.1.5 Barges; Refer to Figure 47 for example of use. The apron cover over the roof cladding shall be as for Paragraph 4.6.1.1.,MediumData
lrml/NZ_NZBC-E2AS1#3.8.lrml,r4.6.1.6.0.0.a.1,4.0 Flashings 4.6.1.6 Window and door heads; Refer to Figures 71 and 81 for example of use. a) Slopes and covers of flashings at window and door heads shall comply with Table 7.,"if( and( or( expression( function( is), atom( relation( type), variable( flashing)), data( window head)), expression( function( is), atom( relation( type), variable( flashing)), data( door head))), expression( function( to), atom( relation( overlap), variable( flashing)), data( roof cladding)), expression( function( has), atom( variable( flashing)), data( slope)), expression( function( has), atom( variable( flashing)), data( cover)))), then( and( obligation( expression( function( comply with), atom( variable( slope)), data( nzbc e2as1 t7))), obligation( expression( function( comply with), atom( variable( cover)), data( nzbc e2as1 t7)))))",4.6.1.6 Window and door heads; Refer to Figures 71 and 81 for example of use. a) Slopes and covers of flashings at window and door heads shall comply with Table 7.,"LearnToIgnoreFigure
MediumData"
lrml/NZ_NZBC-E2AS1#3.8.lrml,r4.6.1.6.0.0.b.1,4.0 Flashings 4.6.1.6 Window and door heads; Refer to Figures 71 and 81 for example of use. Overlap cover of cladding to the flashing upstand and clearance from the bottom of the cladding to top of head flashing slope shall be in accordance with Table 7.,"if( and( or( expression( function( is), atom( relation( type), variable( flashing)), data( window head)), expression( function( is), atom( relation( type), variable( flashing)), data( door head))), expression( function( to), atom( relation( overlap), variable( flashing)), data( roof cladding)), expression( function( has), atom( variable( roof cladding)), data( bottom)), expression( function( has), atom( variable( flashing)), data( upstand)), expression( function( include), atom( variable( overlap cover)), data( roof cladding)), expression( function( include), atom( variable( overlap cover)), data( upstand)), expression( function( has), atom( relation( head), variable( flashing)), data( slope)), expression( function( has), atom( variable( slope)), data( top)), expression( function( from), atom( variable( clearance)), data( bottom)), expression( function( to), atom( variable( clearance)), data( top)))), then( and( obligation( expression( function( as per), atom( variable( overlap cover)), data( nzbc e2as1 t7))), obligation( expression( function( as per), atom( variable( clearance)), data( nzbc e2as1 t7)))))",4.6.1.6 Window and door heads; Refer to Figures 71 and 81 for example of use. Overlap cover of cladding to the flashing upstand and clearance from the bottom of the cladding to top of head flashing slope shall be in accordance with Table 7.,MediumData
lrml/NZ_NZBC-E2AS1#3.8.lrml,r4.6.1.7.0.0.a.1,4.0 Flashings 4.6.1.7 Inter-storey junctions; Refer to Paragraph 9.1.9.4 and Figure 70. a) Minimum slopes and covers of flashings shall be in accordance with Table 7.,"if( and( expression( function( equal), atom( relation( type), variable( flashing)), data( inter storey junction)), expression( function( to), atom( relation( overlap), variable( flashing)), data( roof cladding)), expression( function( has), atom( variable( flashing)), data( minimum slope)), expression( function( has), atom( variable( flashing)), data( cover)))), then( and( obligation( expression( function( as per), atom( variable( minimum slope)), data( nzbc e2as1 t7))), obligation( expression( function( as per), atom( variable( cover)), data( nzbc e2as1 t7)))))",4.6.1.7 Inter-storey junctions; Refer to Paragraph 9.1.9.4 and Figure 70. a) Minimum slopes and covers of flashings shall be in accordance with Table 7.,SplitableEntities
lrml/NZ_NZBC-E2AS1#3.8.lrml,r4.6.1.7.0.0.b.1,"4.0 Flashings 4.6.1.7 Inter-storey junctions; Refer to Paragraph 9.1.9.4 and Figure 70. Overlap cover of the cladding to the flashing upstand, and clearance from the bottom of the cladding to the top of the slope of the head flashing, shall be in accordance with Table 7.","if( and( expression( function( equal), atom( relation( type), variable( flashing)), data( inter storey junction)), expression( function( to), atom( relation( overlap), variable( flashing)), data( roof cladding)), expression( function( has), atom( variable( roof cladding)), data( bottom)), expression( function( has), atom( variable( flashing)), data( upstand)), expression( function( include), atom( variable( overlap cover)), data( roof cladding)), expression( function( include), atom( variable( overlap cover)), data( upstand)), expression( function( has), atom( relation( head), variable( flashing)), data( slope)), expression( function( has), atom( variable( slope)), data( top)), expression( function( from), atom( variable( clearance)), data( bottom)), expression( function( to), atom( variable( clearance)), data( top)))), then( and( obligation( expression( function( as per), atom( variable( overlap cover)), data( nzbc e2as1 t7))), obligation( expression( function( as per), atom( variable( clearance)), data( nzbc e2as1 t7)))))","4.6.1.7 Inter-storey junctions; Refer to Paragraph 9.1.9.4 and Figure 70. Overlap cover of the cladding to the flashing upstand, and clearance from the bottom of the cladding to the top of the slope of the head flashing, shall be in accordance with Table 7.",SplitableEntities
lrml/NZ_NZBC-E2AS1#3.8.lrml,r5.1.0.1.a.1,"All roof-to-wall junctions shall be made weathertight by using an apron flashing as outlined in Paragraph 4.6.1.1, and shown in Figure 7, that: a) Provides a minimum lap under the wall cladding of 75 mm in accordance with Table 7","if( expression( function( is), atom( variable( roof to wall junction)), data( true))), then( and( obligation( expression( function( is), atom( variable( roof to wall junction)), data( weathertight))), obligation( expression( function( by), atom( variable( weathertight)), data( flashing))), obligation( expression( function( is), atom( relation( type), variable( flashing)), data( apron))), obligation( expression( function( has), atom( variable( flashing)), data( lap))), obligation( expression( function( below), atom( variable( lap)), data( wall cladding))), obligation( expression( function( greater than equal), atom( relation( length), variable( lap)), data( baseunit( kind( metre), prefix( milli)), value( 75.0)))), obligation( expression( function( comply with), atom( variable( lap)), data( nzbc e2as1 t7)))))","All roof-to-wall junctions shall be made weathertight by using an apron flashing as outlined in Paragraph 4.6.1.1, and shown in Figure 7, that: a) Provides a minimum lap under the wall cladding of 75 mm in accordance with Table 7","LearnToIgnoreFigure
SplitableEntities"
lrml/NZ_NZBC-E2AS1#3.8.lrml,r5.1.0.2,"Where the roof finishes within the length of an adjacent wall, a kick-out or stopend as detailed in Figure 8B shall be provided to direct water out from the wall cladding onto the roof cladding and gutter.","if( and( expression( function( adjacent), atom( variable( roof)), data( wall)), expression( function( within), atom( relation( finish), variable( roof)), data( length)), expression( function( has), atom( variable( wall)), data( length)))), then( and( or( obligation( expression( function( has), atom( variable( roof)), data( kick out))), obligation( expression( function( has), atom( variable( roof)), data( stopend)))), obligation( expression( function( is), atom( relation( purpose), variable( kick out)), data( water direction))), obligation( expression( function( is), atom( relation( purpose), variable( stopend)), data( water direction))), obligation( expression( function( from), atom( variable( water direction)), data( wall cladding))), obligation( expression( function( to), atom( variable( water direction)), data( roof cladding))), obligation( expression( function( to), atom( variable( water direction)), data( gutter)))))","Where the roof finishes within the length of an adjacent wall, a kick-out or stopend as detailed in Figure 8B shall be provided to direct water out from the wall cladding onto the roof cladding and gutter.",MediumData
lrml/NZ_NZBC-E2AS1#3.8.lrml,r5.2.0.1,"Gutters, barges and fascias: Where eaves gutters/spoutings, barges or fascias terminate against claddings, these shall be installed after the wall cladding, and after any protective finishes have been applied.","if( and( expression( function( include), atom( variable( eave)), data( gutter)), expression( function( include), atom( variable( eave)), data( barge)), expression( function( include), atom( variable( eave)), data( fascia)), expression( function( at), atom( relation( temination), variable( eave)), data( cladding)))), then( and( obligation( expression( function( after), atom( relation( installation), variable( eave)), data( wall cladding))), obligation( expression( function( after), atom( relation( installation), variable( eave)), data( protective finish)))))","Gutters, barges and fascias: Where eaves gutters/spoutings, barges or fascias terminate against claddings, these shall be installed after the wall cladding, and after any protective finishes have been applied.","NotEncodedParts
MediumData"
lrml/NZ_NZBC-E2AS1#3.8.lrml,r5.2.0.2,"Eaves gutters/spouting, barges and fascias shall terminate so as to leave a gap of 10 mm from the finished wall cladding as shown in Figure 8B.","if( and( expression( function( include), atom( variable( eave)), data( gutter)), expression( function( include), atom( variable( eave)), data( barge)), expression( function( include), atom( variable( eave)), data( fascia)))), then( and( obligation( expression( function( include), atom( relation( termination), variable( eave)), data( gap))), obligation( expression( function( from), atom( variable( gap)), data( wall cladding))), obligation( expression( function( equal), atom( relation( size), variable( gap)), data( baseunit( prefix( milli), kind( metre)), value( 10.0))))))","Eaves gutters/spouting, barges and fascias shall terminate so as to leave a gap of 10 mm from the finished wall cladding as shown in Figure 8B.",Ignore
lrml/NZ_NZBC-E2AS1#3.8.lrml,r5.3.0.1,"Eaves shall be enclosed by installing soffit linings direct fixed to framing and comprising minimum 4.5 mm fibre cement sheet, or 7 mm H3 plywood, with joints, fixings and finishes as shown in Paragraphs 9.7 and 9.8.","if( expression( function( is), atom( variable( eave)), data( true))), then( and( obligation( expression( function( is), atom( relation( enclosing), variable( eave)), data( soffit lining))), obligation( expression( function( to), atom( relation( fixture), variable( soffit lining)), data( framing))), or( obligation( expression( function( include), atom( variable( soffit lining)), data( fibre cement sheet))), obligation( expression( function( include), atom( variable( soffit lining)), data( h3 plywood)))), obligation( expression( function( greater than equal), atom( relation( thickness), variable( fibre cement sheet)), data( baseunit( kind( metre), prefix( milli)), value( 4.5)))), obligation( expression( function( greater than equal), atom( relation( thickness), variable( h3 plywood)), data( baseunit( prefix( milli), kind( metre)), value( 7.0)))), obligation( expression( function( has), atom( variable( fibre cement sheet)), data( joint))), obligation( expression( function( has), atom( variable( fibre cement sheet)), data( fixing))), obligation( expression( function( has), atom( variable( fibre cement sheet)), data( finish))), and( obligation( expression( function( has), atom( variable( h3 plywood)), data( joint))), obligation( expression( function( has), atom( variable( h3 plywood)), data( fixing))), obligation( expression( function( has), atom( variable( h3 plywood)), data( finish)))), and( obligation( expression( function( comply with), atom( variable( soffit lining)), data( 9.7))), obligation( expression( function( comply with), atom( variable( soffit lining)), data( 9.8))))))","Eaves shall be enclosed by installing soffit linings direct fixed to framing and comprising minimum 4.5 mm fibre cement sheet, or 7 mm H3 plywood, with joints, fixings and finishes as shown in Paragraphs 9.7 and 9.8.",MediumData
lrml/NZ_NZBC-E2AS1#3.8.lrml,r5.3.0.2,"Soffit linings shall be finished to fascias, barges and wall claddings as outlined in Figure 8A generally, or Figure 114 for flush finished fibre cement. Wall underlays shall not be required behind soffit linings.","if( expression( function( is), atom( variable( soffit lining)), data( true))), then( and( obligation( expression( function( to), atom( relation( finish), variable( soffit lining)), data( fascia))), obligation( expression( function( to), atom( relation( finish), variable( soffit lining)), data( barge))), obligation( expression( function( to), atom( relation( finish), variable( soffit lining)), data( wall cladding))), permission( not( expression( function( behind), atom( variable( wall underlay)), data( soffit lining))))))","Soffit linings shall be finished to fascias, barges and wall claddings as outlined in Figure 8A generally, or Figure 114 for flush finished fibre cement. Wall underlays shall not be required behind soffit linings.","Ignore
MediumData"
lrml/NZ_NZBC-E2AS1#3.8.lrml,r6.0.0.1,Parapets require a drained cavity for claddings except for vertical corrugated steel as outlined in Table 3.,"if( and( expression( function( is), atom( variable( parapet)), data( true)), not( expression( function( is), atom( relation( type), variable( cladding)), data( corrugated steel))), expression( function( is), atom( variable( corrugated steel)), data( vertical)))), then( and( obligation( expression( function( has), atom( variable( parapet)), data( drained cavity))), obligation( expression( function( for), atom( variable( drained cavity)), data( cladding)))))",Parapets require a drained cavity for claddings except for vertical corrugated steel as outlined in Table 3.,Ignore
lrml/NZ_NZBC-E2AS1#3.8.lrml,r6.2.0.1,"Parapets shall be constructed as shown in Figure 10, and shall comply with the following requirements: a) Timber for framing and cavity battens shall comply with B2/AS1, b) Sloped packers under cappings shall be polystyrene or timber treated to B2/AS1, or minimum 9 mm H3 plywood on packers, and c) Framing shall be fully enclosed with wall underlay or roof underlay, in accordance with Table 23 for the specific cladding. d) claddings shall be installed over a cavity in accordance with Paragraph 9.1.8.","if( and( expression( function( has), atom( variable( parapet)), data( capping)), expression( function( for), atom( variable( timber)), data( framing)), expression( function( for), atom( variable( timber)), data( cavity batten)))), then( and( obligation( expression( function( comply with), atom( variable( timber)), data( nzbc b2as1))), obligation( expression( function( below), atom( variable( sloped packer)), data( capping))), or( obligation( expression( function( is), atom( relation( material), variable( sloped packer)), data( polystyrene))), obligation( expression( function( is), atom( relation( material), variable( sloped packer)), data( timber))), obligation( expression( function( is), atom( relation( material), variable( sloped packer)), data( h3 plywood)))), obligation( expression( function( greater than equal), atom( relation( thickness), variable( h3 plywood)), data( baseunit( prefix( milli), kind( metre)), value( 9.0)))), or( obligation( expression( function( is), atom( relation( full enclosing), variable( framing)), data( wall underlay))), obligation( expression( function( is), atom( relation( full enclosing), variable( framing)), data( roof underlay)))), obligation( expression( function( comply with), atom( variable( framing)), data( nzbc e2as1 t23))), obligation( expression( function( over), atom( relation( installation), variable( cladding)), data( cavity))), obligation( expression( function( comply with), atom( variable( cladding)), data( nzbc e2as1 9.1.8)))))","Parapets shall be constructed as shown in Figure 10, and shall comply with the following requirements: a) Timber for framing and cavity battens shall comply with B2/AS1, b) Sloped packers under cappings shall be polystyrene or timber treated to B2/AS1, or minimum 9 mm H3 plywood on packers, and c) Framing shall be fully enclosed with wall underlay or roof underlay, in accordance with Table 23 for the specific cladding. d) claddings shall be installed over a cavity in accordance with Paragraph 9.1.8.","DomainKnowledge
MediumData"
lrml/NZ_NZBC-E2AS1#3.8.lrml,r6.3.0.1,"Parapets shall be capped with metal, butyl or EPDM membrane. Cappings shall comply with the requirements of Paragraph 4.0.","if( expression( function( has), atom( variable( parapet)), data( capping))), then( and( or( obligation( expression( function( is), atom( relation( material), variable( capping)), data( metal))), obligation( expression( function( is), atom( relation( material), variable( capping)), data( butyl))), obligation( expression( function( is), atom( relation( material), variable( capping)), data( epdm membrane)))), obligation( expression( function( comply with), atom( variable( capping)), data( 4)))))","Parapets shall be capped with metal, butyl or EPDM membrane. Cappings shall comply with the requirements of Paragraph 4.0.",
lrml/NZ_NZBC-E2AS1#3.8.lrml,r6.4.0.1,"Metal cappings installed over parapets and enclosed balustrades, shall be as outlined in Paragraphs 6.0 and 7.4, and comply with the following requirements: a) Tops of cappings shall be free of any penetrations, b) Slope of top shall be 5° (1:12) minimum, c) The cover at the sides of the capping shall be in accordance with Table 7, d) All cappings shall have drip edges. The details shown in Figure 5 are acceptable minimum drip edges for parapets, e) Cappings shall be separated from underlying timber by roof underlay as shown in Figure 10","if( and( expression( function( is), atom( relation( material), variable( capping)), data( metal)), expression( function( over), atom( relation( installation), variable( capping)), data( parapet)), expression( function( over), atom( relation( installation), variable( capping)), data( balustrade)), expression( function( is), atom( variable( balustrade)), data( enclosed)), expression( function( define), expression( function( top of), atom( variable( capping))), data( x0)), expression( function( has), atom( relation( side), variable( capping)), data( cover)))), then( and( obligation( expression( function( comply with), atom( variable( capping)), data( rule))), and( obligation( expression( function( equal), atom( relation( key), variable( rule)), data( 6.0))), obligation( expression( function( equal), atom( relation( key), variable( rule)), data( 7.4)))), prohibition( expression( function( has), atom( variable( x0)), data( penetration))), obligation( expression( function( greater than equal), atom( relation( slope), variable( x0)), data( baseunit( kind( angle degree)), value( 5.0)))), obligation( expression( function( comply with), atom( variable( cover)), data( t7))), obligation( expression( function( has), atom( variable( capping)), data( drip edge))), obligation( expression( function( is), atom( variable( roof underlay)), data( separation))), and( obligation( expression( function( in between), atom( variable( separation)), data( capping))), obligation( expression( function( in between), atom( variable( separation)), data( timber)))), obligation( expression( function( below), atom( variable( timber)), data( capping)))))","Metal cappings installed over parapets and enclosed balustrades, shall be as outlined in Paragraphs 6.0 and 7.4, and comply with the following requirements: a) Tops of cappings shall be free of any penetrations, b) Slope of top shall be 5° (1:12) minimum, c) The cover at the sides of the capping shall be in accordance with Table 7, d) All cappings shall have drip edges. The details shown in Figure 5 are acceptable minimum drip edges for parapets, e) Cappings shall be separated from underlying timber by roof underlay as shown in Figure 10",SomeDetailsNotEncoded
lrml/NZ_NZBC-E2AS1#3.8.lrml,r6.4.0.2,"Metal cappings installed over parapets and enclosed balustrades. h) Expansion joints shall be provided for joined cappings with a combined length exceeding: i) 12 metres for light coloured steel and stainless steel, 8 metres for dark coloured steel ii) 8 metres for copper iii) 8 metres for aluminium.","if( and( expression( function( is), atom( relation( material), variable( capping)), data( metal)), expression( function( over), atom( relation( installation), variable( capping)), data( parapet)), expression( function( over), atom( relation( installation), variable( capping)), data( balustrade)), expression( function( is), atom( variable( balustrade)), data( enclosed)), expression( function( has), atom( variable( capping)), data( join)))), then( and( obligation( expression( function( for), atom( variable( expansion joint)), data( capping))), or( and( or( obligation( expression( function( is), atom( relation( material), variable( capping)), data( light coloured steel))), obligation( expression( function( is), atom( relation( material), variable( capping)), data( stainless steel)))), obligation( expression( function( greater than equal), atom( relation( combined length), variable( expansion joint)), data( baseunit( kind( metre)), value( 12.0))))), and( or( obligation( expression( function( is), atom( relation( material), variable( capping)), data( dark coloured steel))), obligation( expression( function( is), atom( relation( material), variable( capping)), data( copper))), obligation( expression( function( is), atom( relation( material), variable( capping)), data( aluminium)))), obligation( expression( function( greater than equal), atom( relation( combined length), variable( expansion joint)), data( baseunit( kind( metre)), value( 8.0))))))))","Metal cappings installed over parapets and enclosed balustrades. h) Expansion joints shall be provided for joined cappings with a combined length exceeding: i) 12 metres for light coloured steel and stainless steel, 8 metres for dark coloured steel ii) 8 metres for copper iii) 8 metres for aluminium.",MediumData
lrml/NZ_NZBC-E2AS1#3.8.lrml,r6.4.0.3,"Metal cappings installed over parapets and enclosed balustrades. i) Where both ends of a capping are constrained, allowance shall be made for expansion","if( and( expression( function( is), atom( relation( material), variable( capping)), data( metal)), expression( function( over), atom( relation( installation), variable( capping)), data( parapet)), expression( function( over), atom( relation( installation), variable( capping)), data( balustrade)), expression( function( is), atom( variable( balustrade)), data( enclosed)), expression( function( is), atom( relation( end), variable( capping)), data( constrained)))), then( obligation( expression( function( has), atom( variable( capping)), data( expansion joint))))","Metal cappings installed over parapets and enclosed balustrades. i) Where both ends of a capping are constrained, allowance shall be made for expansion",DomainKnowledge
lrml/NZ_NZBC-E2AS1#3.8.lrml,r6.5.0.1.b.1,Butyl rubber and EPDM cappings shall comply with the following requirements: b) Sides of membrane cappings shall overlap the wall claddings as outlined in Table 7,"if( and( or( expression( function( is), atom( relation( material), variable( capping)), data( butyl rubber)), expression( function( is), atom( relation( material), variable( capping)), data( epdm))), expression( function( define), atom( relation( side), variable( capping)), data( x0)), expression( function( is), atom( relation( application), variable( cladding)), data( wall)))), then( and( obligation( expression( function( to), atom( relation( overlap), variable( x0)), data( cladding))), obligation( expression( function( as per), atom( variable( x0)), data( table))), obligation( expression( function( equal), atom( relation( key), variable( table)), data( t7)))))",Butyl rubber and EPDM cappings shall comply with the following requirements: b) Sides of membrane cappings shall overlap the wall claddings as outlined in Table 7,
lrml/NZ_NZBC-E2AS1#3.8.lrml,r6.6.0.1,"Cappings formed by using stucco, EIFS and flush-finished fibre cement materials shall not be used for parapets, (but may be used for enclosed balustrades as described in Paragraph 7.4).","if( or( expression( function( is), atom( relation( material), variable( capping)), data( stucco)), expression( function( is), atom( relation( material), variable( capping)), data( eifs)), expression( function( is), atom( relation( material), variable( capping)), data( flush finished fibre cement)))), then( and( prohibition( expression( function( include), atom( relation( usage), variable( capping)), data( parapet))), permission( expression( function( include), atom( relation( usage), variable( capping)), data( balustrade))), expression( function( is), atom( variable( balustrade)), data( enclosed))))","Cappings formed by using stucco, EIFS and flush-finished fibre cement materials shall not be used for parapets, (but may be used for enclosed balustrades as described in Paragraph 7.4).",
lrml/NZ_NZBC-E2AS1#3.8.lrml,r7.0.0.1,"Timber used to construct decks, enclosed balustrades and other attachments such as pergolas shall comply with B2/AS1.","if( and( or( expression( function( is), atom( variable( construction)), data( deck)), expression( function( is), atom( variable( construction)), data( balustrade)), expression( function( is), atom( variable( construction)), data( pergolas))), expression( function( is), atom( relation( material), variable( construction)), data( timber)), expression( function( is), atom( variable( balustrade)), data( enclosed)))), then( obligation( expression( function( comply with), atom( variable( timber)), data( nzbc b2as1))))","Timber used to construct decks, enclosed balustrades and other attachments such as pergolas shall comply with B2/AS1.",
lrml/NZ_NZBC-E2AS1#3.8.lrml,r7.1.1.0.1.a.1,The level of the upper surface of the slatted deck: a) Shall be a minimum of 50 mm below the threshold level for cantilevered decks as shown in Figures 14(b) and 16,"if( and( expression( function( is), atom( variable( deck)), data( slatted)), expression( function( is), atom( variable( deck)), data( cantilevered)), expression( function( define), atom( relation( upper surface level), variable( deck)), data( x0)), expression( function( define), atom( relation( threshold level), variable( deck)), data( x1)))), then( and( obligation( expression( function( below), atom( variable( x0)), data( x1))), obligation( expression( function( from), atom( relation( measurement), variable( height)), data( x0))), obligation( expression( function( to), atom( relation( measurement), variable( height)), data( x1))), obligation( expression( function( greater than equal), atom( variable( height)), data( baseunit( kind( metre), prefix( milli)), value( 50.0))))))",The level of the upper surface of the slatted deck: a) Shall be a minimum of 50 mm below the threshold level for cantilevered decks as shown in Figures 14(b) and 16,"DomainKnowledge
Detailed
MediumData"
lrml/NZ_NZBC-E2AS1#3.8.lrml,r7.1.1.0.2,"For slatted decks, a minimum gap of 12 mm shall be provided between the exterior wall and the adjacent decking slat.","if( and( expression( function( is), atom( variable( deck)), data( slatted)), expression( function( is), atom( relation( type), variable( wall)), data( exterior)), expression( function( adjacent), atom( variable( decking slat)), data( wall)))), then( and( obligation( expression( function( in between), atom( variable( gap)), data( wall))), obligation( expression( function( in between), atom( variable( gap)), data( decking slat))), obligation( expression( function( greater than equal), atom( variable( gap)), data( baseunit( prefix( milli), kind( metre)), value( 12.0))))))","For slatted decks, a minimum gap of 12 mm shall be provided between the exterior wall and the adjacent decking slat.",
lrml/NZ_NZBC-E2AS1#3.8.lrml,r8.1.3.0.1,8.0 Roof Claddings; Maintenance of claddings shall be carried out as necessary to achieve the expected durability of the materials - refer to Paragraph 2.5.,"if( and( expression( function( is), atom( relation( application), variable( cladding)), data( roof)), expression( function( has), atom( relation( material), variable( cladding)), data( durability)))), then( obligation( expression( function( is), atom( relation( requirement), variable( cladding)), data( maintenance))))",Maintenance of claddings shall be carried out as necessary to achieve the expected durability of the materials - refer to Paragraph 2.5.,Abstract
lrml/NZ_NZBC-E2AS1#3.8.lrml,r8.1.5.1.0.1,"Prevent sagging of roof underlay by either: For R1 underlays, fully support with a corrosion resistant material • For R2 self supporting underlays, laid to maximum 1.2 metre span between adjacent supports","if( and( expression( function( is), atom( relation( application), variable( underlay)), data( roof)), not( expression( function( is), atom( variable( underlay)), data( sagged))))), then( or( and( expression( function( is), atom( relation( type), variable( underlay)), data( r1)), obligation( expression( function( has), atom( variable( underlay)), data( support))), obligation( expression( function( is), atom( relation( material), variable( support)), data( corrosion resistant)))), and( expression( function( is), atom( relation( type), variable( underlay)), data( r2)), obligation( expression( function( is), atom( variable( underlay)), data( self supporting))), obligation( expression( function( less than equal), atom( relation( span), variable( underlay)), data( baseunit( kind( metre)), value( 1.2)))), obligation( expression( function( in between), atom( relation( span), variable( underlay)), data( adjacent support))))))","Prevent sagging of roof underlay by either: For R1 underlays, fully support with a corrosion resistant material • For R2 self supporting underlays, laid to maximum 1.2 metre span between adjacent supports",MediumData
