file,number,text,lrml,paraphrase,random_split,doc_split,selected_round_1,selected_round_2
NZ_NZBC-G14VM1#2.6,1.4.1.3,1.4.1 Treatment facilities shall be located: a) In areas that will not create health or safety hazards.,"if(exist(treatmentFacility)),then(obligation(not(cause(treatmentFacility.location,or(healthHazard,safetyHazard)))))","If treatment facilities exists, then treatment facilities shall have a location that will not create health or safety hazards.",1,3,0.0,-1
NZ_NZBC-G14VM1#2.6,1.4.1.4,1.4.1 Disposal systems shall be located: a) In areas that will not create health or safety hazards.,"if(exist(disposalSystem)),then(obligation(not(cause(disposalSystem.location,or(healthHazard,safetyHazard)))))","If disposal systems exists, then disposal systems shall have a location that will not create health or safety hazards.",1,3,0.0,-1
NZ_NZBC-G14VM1#2.6,1.4.1.5,1.4.1 Collection facilities shall be located: To ensure that spillage from storage tanks or ponds can be safely contained.,"if(exist(collectionFacility)),then(obligation(not(has(collectionFacility.location,spillageContainment))))","If collection facilities exists, then collection facilities shall have a location that ensures spillage containment.",1,3,0.0,-1
NZ_NZBC-G14VM1#2.6,1.4.1.6,1.4.1 Storage facilities shall be located: To ensure that spillage from storage tanks or ponds can be safely contained.,"if(exist(storageFacility)),then(obligation(has(storageFacility.location,spillageContainment)))","If storage facilities exists, then storage facilities shall have a location that ensures spillage containment.",3,3,,-1
NZ_NZBC-G14VM1#2.6,1.4.1.7,1.4.1 Treatment facilities shall be located: To ensure that spillage from storage tanks or ponds can be safely contained.,"if(exist(treatmentFacility)),then(obligation(has(treatmentFacility.location,spillageContainment)))","If treatment facilities exists, then treatment facilities shall have a location that ensures spillage containment.",1,3,0.0,-1
NZ_NZBC-G12AS2#3.12,6.6.3.0.1.a.3,6.6.3 The edge of the panel elevated above the roof plane is to be supported by hot dip galvanized steel or stainless steel angle struts which are: 40 x 40 x 3 mm angle for struts up to 2.4 m long.,"if(and(is(panel.edge,elevated),above(panel.edge,roof),lessThanEqual(angleStrut.length,2.4 m))),then(obligation(and(has(panel.edge,support),is(support.type,angleStrut),is(angleStrut.material,or(hotDipGalvanisedSteel,stainlessSteel)),equal(angleStrut.width,40 mm),equal(angleStrut.length,40 mm),equal(angleStrut.thickness,3 mm))))","If the panel is elevated and above the roof and angle struts are over 2.4 m long, then the edge of the paned is to be supported by hot dip galvanized steel angle struts or stainless steel angle struts which are: a) 40 mm width, 40 mm length, and 3 mm thickness.",1,1,,-1
NZ_NZBC-E2AS1#3.8,1.1.0.1,"The scope of this Acceptable Solution is limited to the materials, products and processes contained herein, for buildings within the scope of NZS 3604, and: a) Up to 3 storeys with a height measured from lowest ground level adjacent to the building to the highest point of the roof (except for chimneys, aerials and the like) of 10 m or less, and b) With floor plan area limited only by seismic and structural control joints, and c) External walls that are vertical, and roofs that are 60° or less above the horizontal.","if(and(applyTo(nzs_3604,building),lessThanEqual(count(buildingStorey),3),adjacent(building,groundLevel),define(min(groundLevel.elevation),x0),has(building,roof),define(max(roof.elevation),x1),exclude(max(roof.elevation),or(chimney,aerial)),inBetween(building.height,and(x0,x1)),lessThanEqual(building.height,10 m),has(building,floorPlanArea),by(floorPlanArea.limit,and(seismicControlJoint,structuralControlJoint)),has(building,externalWall),is(externalWall.orientation,vertical),has(building,roof),lessThanEqual(roof.slope,60 deg))),then(and(has(building,or(material,product,process)),applyTo(nzbc_e2as1,and(material,product,process))))","If NZS 3604 applies to a building and the building has up to three storeys, and the building height in between the lowest ground level elevation adjacent to the building and the highest elevation of the roof excluding chimneys and aerials of 10 m or less, and the building's floor plan area limited by seismic control joints and structural control joints, and and the building's external walls are oriented vertical, and building roofs that are 60° or less slope, then E2/AS1 applies to the buildings materials, products and processes.",1,2,0.0,-1
NZ_NZBC-E2AS1#3.8,1.1.0.2,"Where buildings are based on NZS 3604, but require specific engineering design input, the framing shall be of at least equivalent stiffness to the framing provisions of NZS 3604.","if(and(asPer(building.design,nzs_3604),requires(building.engineering,specificDesign))),then(obligation(and(has(building,framing),complyWith(framing.stiffness,nzs_3604))))","If buildings are based on NZS 3604a and the building engineering require specific design, then the building framing stiffness shall comply with NZS 3604.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,1.2.2.0.1,"Buildings with drained cavities and spread-of-flame requirements, as specified in NZBC C Clauses, are outside the scope of this Acceptable Solution. Cavities in such circumstances must be specifically designed for both weathertightness and spread of flame.","if(and(has(building,and(drainedCavity,spreadOfFlameRequirement)),asPer(spreadOfFlameRequirement,nzbc_c))),then(and(not(applyTo(nzbc_e2as1,building)),obligation(for(drainedCavity.specificDesign,and(weathertightness,spreadOfFlame)))))","If a buildings has drained cavities and spread-of-flame requirements, as specified in NZBC C Clauses, then E2AS1 does not apply to that buidling. The drained cavities must have specific design for weathertightness and spread of flame.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,3.1.2.0.1,Table 2 sets out the risk matrix that shall be used to define the risk score for a building within the scope of this Acceptable Solution. A risk score is calculated for each external face of the building. Claddings are then selected from Table 3 according to the risk scores.,"if(applyTo(nzbc_e2as1,building)),then(obligation(and(asPer(riskMatrix,nzbc_e2as1_t2),loop(forEach(building.exteriorFace),and(asPer(exteriorFace.riskScore,riskMatrix),asPer(exteriorFace.cladding,and(riskScore,nzbc_e2as1_t3)))))))","If E2/AS1 applies to a building, then the risk matrix shall be as in E2/AS1 Table 2, and the for each exterior face the risk score shall be calculated according to risk matrix and the exterior face's claddings shall be according to the risk score and E2/AS1 Table 3.",1,2,,-1
NZ_NZBC-E2AS1#3.8,4.2.0.1,"Flashing materials shall take into account the following factors: a) The requirements of NZBC Clause B2 Durability, b) The environment where the building is located, c) The specific conditions of use, and d) Consideration of the surrounding materials.","if(exist(flashing)),then(obligation(and(complyWith(flashing.material,nzbc_b2),asPer(flashing.material,and(buildingEnvironment,conditionOfUse,surroundingMaterial)))))","If a flashing exists, then the flashing materials shall comply with NZBC Clause B2, and be according to the building environment, the conditions of use, surrounding materials.",3,2,,-1
NZ_NZBC-E2AS1#3.8,4.2.1.0.1,Flashing materials shall be selected according to the relevant exposure conditions as defined in Table 20 to minimise corrosion.,"if(exist(flashing)),then(obligation(and(asPer(flashing.material,exposure),asPer(exposure,nzbc_e2as1_t20))))","If a flashing exists, then the flashing materials shall be according to the exposure in E2/AS1 Table 20.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,4.2.2.0.2,4.2.2 Surrounding materials; Uncoated metals shall not be used where carbon deposits or chemical contaminants may accumulate.,"if(and(has(material,accumulation),is(accumulation.type,and(carbonDeposit,chemicalContamination)))),then(obligation(and(not(is(material,metal)),is(metal.type,uncoated))))","If the material has accumulation of carbon deposits or chemical contaminants, then the material shall not be metals that are uncoated.",1,1,1.0,0
NZ_NZBC-E2AS1#3.8,4.3.1.0.1,"uPVC flashings shall be a minimum of 0.75 mm thick. uPVC flashings shall comply with the requirements of the following Clauses of AS/NZS 4256: Part 2: a) Clause 9.2 Impact resistance, b) Clause 9.3 Tensile strength, and c)  Clause 9.4 Colourfastness and impact resistance following ultraviolet light exposure.","if(is(flashing.material,uPvc)),then(obligation(and(greaterThanEqual(flashing.thickness,0.75 mm),complyWith(flashing,and('nzs_4256_2_9.2','nzs_4256_2_9.3','nzs_4256_2_9.4')))))","If flashings are made of uPVC, then the flashing shall be a minimum of 0.75 mm thick and comply with NZS 4256 Part 2 Clause 9.2, 9.3, and 9.4.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,4.3.2.0.1,"Aluminium flashings shall be a minimum thickness of 0.7 mm, and formed from 5000 series in accordance with AS/NZS 1734.","if(is(flashing.material,aluminium)),then(obligation(and(greaterThanEqual(flashing.thickness,0.7 mm),is(aluminium.grade,5000 series),asPer(aluminium.grade,nzs_1734))))","If flashings are aluminium, then the flashings shall be a minimum thickness of 0.7 mm, and aluminium grade shall be 5000 series and in accordance with NZS 1734.",1,2,0.0,-1
NZ_NZBC-E2AS1#3.8,4.3.3.0.1,"Galvanized steel flashings shall: a) have a BMT of 0.55 mm minimum b) be grade G550, or G300 for rolled or crimped flashings c) be selected for corrosion protection according to the intended exposure zone as shown in Table 20.","if(and(is(flashing.material,steel),is(steel.type,galvanised))),then(obligation(and(greaterThanEqual(flashing.baseMetalThickness,0.55 mm),or(equal(flashing.grade,g550),and(equal(flashing.grade,g300),is(flashing.type,or(rolled,crimped)))),asPer(flashing.corrosionProtection,intendedExposureZone),asPer(intendedExposureZone,nzbc_e2as1_t20))))","If flashings are made of galvanized steel, then the flashing shall have a base metal thickness of 0.55 mm minimum. Either flashing shall be grade G550, or G300 for rolled or crimped flashings. The flashing's corrosion protection shall be according to the intended exposure zone as shown in E2/AS1 Table 20.",2,1,,-1
NZ_NZBC-E2AS1#3.8,4.3.4.0.1,"Aluminium-zinc-magnesium coated steel shall: a) have a BMT of 0.55 mm minimum b) be grade G550, or G300 for curved or crimped flashings c) be selected for corrosion protection according to the intended exposure zone as shown in Table 20.","if(and(is(flashing.material,steel),is(steel.coating,aluminiumZincMagnesium))),then(obligation(and(greaterThanEqual(flashing.baseMetalThickness,0.55 mm),or(equal(flashing.grade,g550),and(equal(flashing.grade,g300),is(flashing.type,or(rolled,crimped)))),asPer(flashing.corrosionProtection,intendedExposureZone),asPer(intendedExposureZone,nzbc_e2as1_t20))))","If flashings are made of steel with aluminium-zinc-magnesium coating, then the flashing shall have a base metal thickness of 0.55 mm minimum. Either flashing shall be grade G550, or G300 for rolled or crimped flashings. The flashing's corrosion protection shall be according to the intended exposure zone as shown in E2/AS1 Table 20.",1,1,1.0,1
NZ_NZBC-E2AS1#3.8,4.3.8.0.1,"Zinc sheet flashings shall only be used in accordance with Tables 20, 21 and 22. Zinc sheet flashings shall be: a) A minimum thickness of 0.7 mm, and b) In compliance with BS EN 988.","if(is(flashing.material,zincSheet)),then(obligation(and(asPer(flashing,and(nzbc_e2as1_t20,nzbc_e2as1_t21,nzbc_e2as1_t22)),greaterThanEqual(flashing.thickness,0.7 mm),complyWith(flashing,bs_en_988))))","If flashings are zinc sheet, then the flashings shall be in accordance with E2/AS1 Tables 20, 21 and 22. The flashings shall be a minimum thickness of 0.7 mm, and in compliance with BS EN 988.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,1.2.3.0.1,"Buildings with drained cavities and acoustic requirements, as specified in NZBC Clause G6, are outside the scope of this Acceptable Solution.","if(and(has(building,and(drainedCavity,acousticRequirement)),asPer(acousticRequirement,nzbc_g6))),then(not(applyTo(nzbc_e2as1,building)))","If a building has drained cavities and acoustic requirements, as specified in NZBC Clause G6, then E2/AS1 does not apply to the building.",2,1,,-1
NZ_NZBC-E2AS1#3.8,1.3.0.1,"Specific design for preventing the ingress of snow melt water is required when the open ground snow load Sg, as defined in NZS 3604, exceeds 1.0 kPa, and the roof is constructed in a way that is likely to cause a build-up of snow.","if(and(asPer(openGroundSnowLoad,nzs_3604),greaterThan(openGroundSnowLoad,1 kPa),cause(roof.construction,snowBuildUp))),then(obligation(and(has(roof,specificDesign),for(specificDesign,ingressPrevention),for(ingressPrevention,snowMeltWater))))","If the open ground snow load defined in NZS 3604 exceeds 1 kPa, and the roof construction can cause build-up of snow, then the roof shall have specific design for ingress prevention of snow melt water.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,1.4.0.1,"Buildings, components or junction details not included or shown in this Acceptable Solution require specific design.","if(not(include(nzbc_e2as1,or(building,component,junctionDetail)))),then(obligation(and(has(building,specificDesign),has(component,specificDesign),has(junctionDetail,specificDesign))))","If E2/AS1 does not include buildings, components or junction details, then the  buildings, components and junction details shall have specific design.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,2.1.0.2,"Cladding systems shall meet the requirements of NZBC E2.2 to E2.3.7, and the provisions of this Acceptable Solution are acceptable means of achieving this.","if(complyWith(claddingSystem,nzbc_e2as1)),then(complyWith(claddingSystem,nzbc_e2_2 to nzbc_e2_3.7))","If caldding systems comply with E2/AS1, then the cladding systems complies with NZBC E2 2 to NZBC E2 3.7.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,2.2.0.1,"Materials used to construct the building envelope shall be: a) In accordance with the durability requirements of NZBC B2, b) Suitable for their end-use, location and environment as shown in Table 20, and c) Compatible with adjoining materials as shown in Table 21 and Table 22.","if(include(building.envelope,material)),then(obligation(and(asPer(material.durability,nzbc_b2),include(material.suitability,and(endUse,location,environment)),asPer(material.suitability,nzbc_e2as1_t20),towards(material.compatibility,adjoiningMaterial),asPer(material.compatibility,and(nzbc_e2as1_t21,nzbc_e2as1_t22)))))","If a material is included in the building envelope, then the material durability shall be in accordance with NZBC B2, the material suitability shall include end-use, location and environment as shown in E2/AS1 Table 20, and the material compatibility with adjoining materials as shown in E2/AS1 Table 21 and Table 22.",1,0,,-1
NZ_NZBC-E2AS1#3.8,2.3.0.1,"All building products shall be considered as part of a system, even if the components of that system are provided from different sources.","if(has(building,product)),then(partOf(product,system))","If the building has products, then the products are considered as part of a system.",1,1,,-1
NZ_NZBC-E2AS1#3.8,2.3.0.2,Materials used to construct the building envelope shall be designed as a complete cladding system rather than as separate items.,"if(include(building.envelope,material)),then(obligation(and(is(material.design,claddingSystem),not(is(material.design,item)))))","If the building envelope includes a material, the material shall be designed as a cladding system and the material shall be not designed as item.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,2.4.0.1,Finish colours for flush-finished fibre cement sheet and EIFS shall have a reflectivity of 40% or more when measured in accordance with ASTM C1549.,"if(or(and(is(fibreCementSheet.type,flushFinished),has(fibreCementSheet,finishColour)),has(eifs,finishColour))),then(obligation(and(has(finishColour,reflectivity),greaterThanEqual(reflectivity,40 percent),asPer(reflectivity.measurement,astm_c1549))))","If flush-finished fibre cement sheet or EIFS have finish colours, then the finish colour shall have a reflectivity of 40 percent or more when the reflectivity measurement is in accordance with ASTM C1549.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,2.5.0.1,"Maintenance shall be carried out as necessary (Rule 2.5.0.2) to achieve the required durability of materials, components and junctions.","if(or(requires(building.material,durability),requires(building.component,durability),requires(building.junction,durability))),then(obligation(complyWith(building.maintenance,nzbc_e2as1_2.5.0.2)))","If the buildings materials, components or junctions require durability, then the building shall have maintenance complying with E2AS1 Rule 2.5.0.2.",1,1,,-1
NZ_NZBC-E2AS1#3.8,2.5.0.2,"The extent and nature of necessary maintenance is dependent on the: a) Type of cladding or components used, b) Position of cladding or components on the building, c) Geographical location of the building, and d) Specific site conditions.","if(has(building,maintenance)),then(obligation(and(has(maintenance.extent,dependency),has(maintenance.nature,dependency),is(dependency,or(claddingType,componentType)),is(dependency,or(claddingPosition,componentPosition)),is(dependency,and(buildingLocation,siteCondition)))))","If the building has maintainance, then the extent and nature of the maintenance is dependent on the: a) Type of cladding or components, b) Position of cladding or components, c) location of the building, and d) site conditions.",1,1,,-1
NZ_NZBC-E2AS1#3.8,2.5.1.0.1,"Regular maintenance of a building will include: a) Washing exterior surfaces, b) Inspecting surfaces and junctions, and repairing or replacing items when necessary, in order to preserve the weathertightness of the building. c) Maintaining clearances between cladding and external ground or paving as per Paragraph 9.1.3. d) Maintaining minimum 35 mm clearances between roofing and membrane decking, and wall cladding above e) Maintaining finish coatings especially for stucco, EIFS and fibre cement claddings.","if(and(has(building,maintenance),is(maintenance.type,regular))),then(and(include(maintenance.task,and(washing,inspecting,repairing,replacing,maintaining)),include(maintenance.task,washing),for(washing,exteriorSurface),include(maintenance.task,inspecting),for(inspecting,and(surface,junction)),include(maintenance.task,and(repairing,replacing)),or(for(repairing,object),for(replacing,object)),not(is(object,weathertight)),include(maintenance.task,maintaining),for(maintaining,clearance),or(inBetween(clearance,and(cladding,externalGround)),inBetween(clearance,and(cladding,paving))),asPer(clearance,nzbc_e2as1_9.1.3),inBetween(clearance,and(roofing,membraneDecking)),greaterThanEqual(clearance,35 mm),inBetween(clearance,and(roofing,membraneDecking)),greaterThanEqual(clearance,35 mm),has(cladding,finishCoating),for(maintaining,finishCoating)))","If maintenance of a building is type regular, then the maintenance tasks will include Washing exterior surfaces, and the maintenance tasks will include inspecting surfaces and junctions, and the maintenance tasks will include repairing or replacing items if they are not weathertight, and the maintenance tasks will include maintaining clearances between either cladding and external ground or cladding and paving as per E2/AS1 Paragraph 9.1.3, and maintaining minimum 35 mm clearances between roof and membrane decking, and roof and wall cladding, and maintaining finish coatings of claddings.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,3.1.0.1,"A risk assessment of the proposed design shall be carried out using a building envelope risk matrix. This allows the risks related to various features to be aggregated, resulting in a risk score for the design.","if(is(design,proposed)),then(obligation(and(has(design,riskAssessment),include(riskAssessment,buildingEnvelopeRiskMatrix),include(buildingEnvelopeRiskMatrix,riskAggregation),for(riskAggregation,features),is(riskAssessment.result,riskScore),has(design,riskScore))))","If design is proposed, then the design shall have a risk assessment using a building envelope risk matrix. The building envelope risk matrix allows risk aggregation for various features with the result being a risk score of the design.",1,1,,-1
NZ_NZBC-E2AS1#3.8,3.1.1.0.1,Table 1 sets out the definitions of risk levels relating to the location and design features of the building.,"if(has(building,or(location,designFeature))),then(and(for(riskLevel,and(location,designFeature)),asPer(riskLevel.definition,nzbc_e2as1_t1)))","If the building has a location or design feature, then the definitions of the risk level for the location and design feature are described in E2/AS1 Table 1.",3,1,,-1
NZ_NZBC-G14VM1#2.6,1.9.1.4,"1.9.1 Where unauthorised access to treatment facilities may be hazardous, security shall be provided by: b) An external security fence with lockable gates if located in the open.","if(and(has(treatmentFacility,accessControl),is(treatmentFacility,hazardous),outside(treatmentFacility.location,building))),then(obligation(and(has(treatmentFacility,securityFence),is(securityFence,external),has(securityFence,lockableGate))))","If unauthorised access to treatment facilities may be hazardous and the treatment facility is located outside, then the treatment facility shall have an external security fence with lockable gates.",1,3,0.0,-1
NZ_NZBC-G12AS2#3.12,3.5.2.0.1,"Where the solar water heater stores potable water and is used as a pre-heater for an instantaneous water heater, either: a) the hot water storage tank connected to the solar collector must be fitted with supplementary heating and a controller operating to meet the conditions outlined in Paragraph 3.5.1, b) the instantaneous water heater must heat all water passing through it to not less than 70°C.","if(and(has(solarWaterHeater,potableWaterStorage),is(solarWaterHeater,preHeater),for(preHeater,instantaneousWaterHeater))),then(obligation(or(and(connect(solarWaterHeater.solarCollector,hotWaterStorageTank),has(hotWaterStorageTank,and(supplementaryHeating,controller)),complyWith(controller,nzbc_g12as2_3.5.1)),and(through(water,instantaneousWaterHeater),greaterThanEqual(water.temperature,70 degC)))))","If the solar water heater has potable water storage and is used as a pre-heater for an instantaneous water heater, then either the hot water storage tank connected to the solar collector must be fitted with supplementary heating and a controller operating to meet the conditions outlined in G12/AS2 Paragraph 3.5.1, or the water passing through instantaneous water heater must be heated to not less than 70 degC.",1,1,,-1
NZ_NZBC-G12AS2#3.12,3.6.1.0.1,"3.0 Solar Water Heater Requirements; For protection from freezing, collectors installed in climate zones 1 and 2 (as shown in Figure 1) must: pass the level 1 test described in AS/NZS 2712 Appendix E, or have an automatic drain-down system.","if(is(solarCollector.location,or(climateZone_1,climateZone_2))),then(obligation(or(and(test(solarCollector,level_1_test),asPer(level_1_test,nzs_2712_appendixE)),has(solarCollector,automaticDraindownSystem))))","If the solar collectors are installed in climate zones 1 and 2, then the solar collector must either pass the level 1 test described in NZS 2712 Appendix E, or the solar collector must have an automatic drain-down system.",3,1,,-1
NZ_NZBC-G12AS2#3.12,3.6.2.0.1,"3.0 Solar Water Heater Requirements; Collectors installed in climate zone 3 (as shown in Figure 1) must: a) pass the level 2 test described in AS/NZS 2712 Appendix E, or have an automatic drain-down system.","if(is(solarCollector.location,climateZone_3)),then(obligation(or(and(test(solarCollector,level_2_test),asPer(level_2_test,nzs_2712_appendixE)),has(solarCollector,automaticDraindownSystem))))","If solar collectors are installed in climate zone 3, then the solar collector must either pass the level 2 test described in NZS 2712 Appendix E, or solar collector must have an automatic drain-down system.",1,1,0.0,-1
NZ_NZBC-G12AS2#3.12,5.1.2.0.1,"5.1.2 A wetback water heater must have an open-vent connected to the: water tank, or wetback water heater flow pipe (see G12/AS1 Figure 5).","if(exist(wetbackWaterHeater)),then(obligation(and(has(wetbackWaterHeater,openVent),connect(openVent,or(waterTank,flowPipe)))))","If a wetback water heater exists, the wetback water heater must have an open-vent connected either to the water tank, or to the flow pipe.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,4.5.2.0.1.f.1,"Joins of metal flashings shall have the following features: f) When using uncoated or coated lead flashings, maximum continuous lengths shall be 1300 mm for 17 kg or 1500 mm for 20 kg lead. Where the pitch of the flashing is greater than 15° at the join, the lap at the join shall be 100 mm minimum. Where the pitch of the flashing is 15° or less at the join, the lap at the join shall be 200 mm minimum and the flashing underneath the lap shall have a hook at the edge,.","if(and(is(flashing.material,metal),has(flashing,join),is(flashing.material,lead),is(lead.type,or(coated,uncoated)))),then(obligation(and(or(and(lessThanEqual(lead.continuousLength,1300 mm),equal(lead.weight,17 kg)),and(lessThanEqual(lead.continuousLength,1500 mm),equal(lead.weight,20 kg))),or(and(greaterThan(join.pitch,15 deg),greaterThanEqual(join.lap,100 mm)),and(lessThanEqual(join.pitch,15 deg),greaterThanEqual(join.lap,200 mm),below(flashing,lap),has(flashing.edge,hook))))))","If flashings are material metal and have joins and flahsings are uncoated or coated lead, then the maximum continuous lengths of the lead shall either be 1300 mm and lead weight be 17 kg or the maximum continuous lengths of the lead shall be 1500 mm and lead weight 20 kg. The pitch at the join shall either be greater than 15 deg and the lap at the join shall be 100 mm minimum or the pitch at the join shall be 15 deg or less and the lap at the join shall be 200 mm minimum and the flashing underneath the lap shall have a hook at the edge.",1,1,,-1
NZ_NZBC-E2AS1#3.8,4.5.2.0.1.g.1,"Joins of metal flashings shall have the following features: Lap joins on other metal flashings (i.e. not rules 4.5.2.0.2.e.1 and 4.5.2.0.2.f.1) shall be sealed using a neutral cure silicone sealant in conjunction with mechanical fasteners. The sealant shall comply with: a) Type F, Class 20LM or 25LM of ISO 11600, or b) low modulus Type II Class A of Federal Specification TT-S-00230C.","if(and(is(flashing.material,metal),has(flashing.join,lap),not(applyTo(nzbc_e2as1_4.5.2.0.2.e.1,flashing)),not(applyTo(nzbc_e2as1_4.5.2.0.2.f.1,flashing)))),then(obligation(and(by(lap.seal,and(sealant,mechanicalFastener)),is(sealant.type,neutralCureSilicone),complyWith(sealant,or(iso_11600_typeF_class_20lm,iso_11600_typeF_class_25lm,tts_00230c_lowModulusTypeIiClassA)))))","If flashings are material metal and the flashing join has laps and E2/AS1 4.5.2.0.2.e.1 and 4.5.2.0.2.f.1 do not apply to the flashing, then the lap shall be sealed using a neutral cure silicone sealant and mechanical fasteners. The sealant shall comply with ISO 11600 Type F Class 20LM or ISO 11600 Type F 25LM or TT-S-00230C low modulus Type II Class A.",2,1,,-1
NZ_NZBC-E2AS1#3.8,4.6.0.1,4.6 Flashing overlaps and upstands; Overlaps and upstands to flashings shall be as specified in this paragraph and Table 7.,"if(has(flashing,or(lap,upstand))),then(obligation(and(asPer(lap,and(nzbc_e2as1_4.6,nzbc_e2as1_t7)),asPer(upstand,and(nzbc_e2as1_4.6,nzbc_e2as1_t7)))))","If flashings have laps or upstands, then the laps and upstands shall be as specified in E2/AS1 4.6 and E2/AS1 Table 7.",2,1,,-1
NZ_NZBC-E2AS1#3.8,4.6.0.2,"Flashing edges, with hooks, hems, kick-outs and bird's beaks shall be as required in Table 7 and Paragraph 4.5.1.","if(has(flashing.edge,or(hook,hem,kickOut,birdBeak))),then(obligation(asPer(flashing.edge,and(nzbc_e2as1_t7,nzbc_e2as1_4.5.1))))","If flashing edges have hooks, hems, kick-outs or bird's beaks, then the flashing edge shall be as required in E2/AS1 Table 7 and Paragraph 4.5.1.",3,1,,-1
NZ_NZBC-E2AS1#3.8,4.6.0.3.a.1,"Where a turn-down to the cover flashing for profiled metal claddings is required, use: a) A soft edge flashing for corrugated profiles.","if(and(is(cladding.material,profiledMetal),has(cladding,flashing),is(flashing.type,cover),requires(flashing,turnDown),is(profiledMetal.type,corrugated))),then(obligation(is(flashing.edge,soft)))","If cladding material is profiled metal, then the cladding has cover flashings, the flashing required a turn-down, and the profiled metal is corrugated, them the flashing shall have soft edges.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,4.6.0.3.b.1,"Where a turn-down to the cover flashing for profiled metal claddings is required, use: b) A notched turn-down or soft edge flashing for trapezoidal profiles with rib height not exceeding 30 mm and/or rib centres not exceeding 200 mm.","if(and(is(cladding.material,profiledMetal),has(cladding,flashing),is(flashing.type,cover),requires(flashing,turnDown),is(profiledMetal.type,trapezoidal),or(lessThanEqual(profiledMetal.ribHeight,30 mm),lessThanEqual(profiledMetal.ribCentres,200 mm)))),then(obligation(or(is(turnDown.type,notched),is(flashing.edge,soft))))","If cladding material is profiled metal, the cladding has cover flashings, the flashing required a turn-down, and the profiled metal is trapezoidal and either the profiled metal rib height is not exceeding 30 mm or profiled metal rib centres not exceeding 200 mm, then the turn-down shall be notched or flashing edges be soft.",1,1,1.0,1
NZ_NZBC-E2AS1#3.8,4.6.0.3.c.1,"Where a turn-down to the cover flashing for profiled metal claddings is required, use: c) A notched turn-down for trapezoidal profiles with rib height exceeding 30 mm and/or rib centres exceeding 200 mm.","if(and(is(cladding.material,profiledMetal),has(cladding,flashing),is(flashing.type,cover),requires(flashing,turnDown),is(profiledMetal.type,trapezoidal),or(greaterThan(cladding.ribHeight,30 mm),greaterThan(cladding.ribCentres,200 mm)))),then(obligation(is(turnDown.type,notched)))","If cladding material is profiled metal, the cladding has cover flashings, the flashing required a turn-down, and the profiled metal is trapezoidal and either the profiled metal rib height is exceeding 30 mm or profiled metal rib centres exceeding 200 mm, then the turn-down shall be notched.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,4.6.0.3.d.1,"Where a turn-down to the cover flashing for profiled metal claddings is required, use: d) A notched turn-down for trough profiles.","if(and(is(cladding.material,profiledMetal),has(cladding,flashing),is(flashing.type,cover),requires(flashing,turnDown),is(profiledMetal.type,trapezoidal))),then(obligation(is(turnDown.type,notched)))","If cladding material is profiled metal, the cladding has cover flashings, the flashing required a turn-down, and the profiled metal is trough, then the turn-down shall be notched.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,4.6.1.1.0.0.a.i.1,"Apron flashing cover over metal roofing: Transverse flashing: The apron shall have: i) for notched turn-downs, a gap between the flashing and the pan of the roof cladding. The gap shall be a maximum of 5 mm.","if(and(is(flashing.type,apron),above(flashing,metalRoofing),is(flashing,transverse),has(flashing,turnDown),is(turnDown.type,notched))),then(obligation(and(has(metalRoofing.cladding,pan),inBetween(gap,and(flashing,pan)),lessThanEqual(gap.size,5 mm))))","If apron flashings are over metal roofing, and the flashings are transverse, and the flashing have notched turn-downs, then there shall be a gap between the flashing and the pan of the metal roofing cladding. The gap shall be a maximum of 5 mm.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,4.6.1.1.0.0.a.ii.1,"Apron flashing; The apron shall have: ii) a minimum effective cover to roof cladding, excluding any soft edge or turn-down to the flashing, as shown in Table 7.","if(is(flashing.type,apron)),then(obligation(and(towards(flashing.minimumEffectiveCover,roofCladding),exclude(flashing.minimumEffectiveCover,or(softEdge,turnDown)),asPer(flashing.minimumEffectiveCover,nzbc_e2as1_t7))))","If flashings are type apron, then the flashing shall have a minimum effective cover to roof cladding, excluding any soft edge or turn-down to the flashing, as shown in E2/AS1 Table 7.",1,1,,-1
